id,date,amount,vendor,description,department,category,is_recurring,created_at
810,2024-12-24,4452.29,HP Enterprise,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
811,2024-09-12,211.9,ConEd,Monthly utilities,Finance,Utilities,False,2025-07-09 11:11:54
812,2024-09-05,236.62,Office Depot,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
813,2025-05-09,2682.58,Deloitte Consulting,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
814,2024-10-14,3267.26,Wilson Law Firm,Legal consultation,Operations,Professional Services,False,2025-07-09 11:11:54
815,2025-06-15,14773.0,LinkedIn Recruiter,Recruitment fees,Sales,Personnel,False,2025-07-09 11:11:54
816,2025-05-27,466.02,LinkedIn Learning,Online course,Marketing,Training,False,2025-07-09 11:11:54
817,2025-05-28,7795.09,Gusto,Contractor payment,Engineering,Personnel,False,2025-07-09 11:11:54
818,2025-05-13,2495.17,HubSpot,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
819,2024-12-10,1922.89,NetGear,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
820,2024-12-26,263.79,AT&T Business,Monthly utilities,Operations,Utilities,False,2025-07-09 11:11:54
821,2025-03-17,6815.95,McKinsey,Legal consultation,Executive,Professional Services,False,2025-07-09 11:11:54
822,2025-06-10,443.06,ConEd,Monthly utilities,Executive,Utilities,True,2025-07-09 11:11:54
823,2025-05-24,311.84,Miscellaneous Vendor,General business cost,Engineering,Other,False,2025-07-09 11:11:54
824,2025-04-05,816.49,Waste Management,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
825,2024-08-26,2280.56,Google Cloud,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
826,2025-01-15,1962.62,AWS,Software licenses,Sales,IT Infrastructure,True,2025-07-09 11:11:54
827,2024-11-04,3170.15,HubSpot,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
828,2024-10-16,3677.12,PwC,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
829,2024-07-15,735.65,Coursera Business,Conference registration,Finance,Training,False,2025-07-09 11:11:54
830,2024-11-13,2445.7,Lenovo,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
831,2025-06-26,1931.3,Conference Registration,Conference registration,Sales,Training,False,2025-07-09 11:11:54
832,2025-01-05,906.0,Miscellaneous Vendor,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
833,2025-03-12,2764.19,Google Ads,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
834,2025-04-11,7468.17,Apple Business,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
835,2024-12-14,1427.87,Atlassian,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
836,2025-02-01,4852.26,NetGear,Computer equipment,Marketing,Equipment,False,2025-07-09 11:11:54
837,2025-05-12,825.93,Miscellaneous Vendor,General business cost,Sales,Other,False,2025-07-09 11:11:54
838,2025-05-04,1694.43,Docker,Software licenses,Marketing,IT Infrastructure,True,2025-07-09 11:11:54
839,2025-03-08,231.35,Staples,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
840,2025-01-31,3420.29,Legal Services Inc,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
841,2025-06-10,2348.01,Amazon Business,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
842,2025-03-19,547.43,Miscellaneous Vendor,General business cost,HR,Other,False,2025-07-09 11:11:54
843,2024-08-23,994.3,Business Services Inc,General business cost,Executive,Other,False,2025-07-09 11:11:54
844,2024-08-20,1691.52,Wilson Law Firm,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
845,2024-08-26,254.68,Staples,Meeting room supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
846,2025-02-05,132.5,Amazon Business,Office materials,Operations,Office Supplies,False,2025-07-09 11:11:54
847,2025-06-11,947.48,Zoom,API usage fees,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
848,2024-11-26,1277.2,Canva,Content creation,Marketing,Marketing,False,2025-07-09 11:11:54
849,2024-11-16,11610.02,Gusto,Employee benefits,Engineering,Personnel,False,2025-07-09 11:11:54
850,2025-03-11,205.6,Waste Management,Monthly utilities,HR,Utilities,False,2025-07-09 11:11:54
851,2025-03-08,811.12,General Supplies Co,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
852,2025-03-20,939.42,Coursera Business,Conference registration,Marketing,Training,False,2025-07-09 11:11:54
853,2025-07-02,4508.09,Xerox,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
854,2025-04-17,3212.1,Wilson Law Firm,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
855,2025-04-30,1193.9,Microsoft Azure,Software licenses,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
856,2025-06-29,202.96,LinkedIn Learning,Online course,Finance,Training,False,2025-07-09 11:11:54
857,2025-06-05,4913.91,Smith & Associates,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
858,2025-06-27,781.45,Pluralsight,Professional certification,Marketing,Training,False,2025-07-09 11:11:54
859,2024-08-11,8790.76,BambooHR,Contractor payment,HR,Personnel,False,2025-07-09 11:11:54
860,2025-04-10,1916.35,Expedia,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
861,2024-08-13,4671.13,Canon Business,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
862,2025-03-29,1971.33,Facebook Ads,Ad campaign,Executive,Marketing,False,2025-07-09 11:11:54
863,2024-07-16,670.08,Business Services Inc,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
864,2025-06-16,1284.51,Comcast Business,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
865,2024-08-28,1574.01,AWS Training,Online course,HR,Training,False,2025-07-09 11:11:54
866,2025-03-11,759.22,Miscellaneous Vendor,General business cost,Marketing,Other,False,2025-07-09 11:11:54
867,2024-09-29,1543.96,O'Reilly Media,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
868,2025-01-15,2321.14,Hootsuite,Content creation,Marketing,Marketing,False,2025-07-09 11:11:54
869,2025-06-08,268.72,Amazon Business,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
870,2025-03-17,4488.94,Xerox,Software/hardware,Finance,Equipment,False,2025-07-09 11:11:54
871,2025-05-20,763.36,Coursera Business,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
872,2025-04-05,4657.5,Workday,Contractor payment,Sales,Personnel,False,2025-07-09 11:11:54
873,2024-09-23,4953.71,Mailchimp,Content creation,HR,Marketing,False,2025-07-09 11:11:54
874,2025-06-08,1619.77,O'Reilly Media,Online course,Operations,Training,False,2025-07-09 11:11:54
875,2025-06-09,396.64,Uber,Client meeting travel,Finance,Travel,False,2025-07-09 11:11:54
876,2025-02-08,5534.6,EY,Accounting services,Marketing,Professional Services,False,2025-07-09 11:11:54
877,2024-08-07,578.07,Pacific Gas & Electric,Phone service,HR,Utilities,False,2025-07-09 11:11:54
878,2025-04-27,1879.41,HP Enterprise,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
879,2024-09-21,1201.88,Slack,Software licenses,Executive,IT Infrastructure,True,2025-07-09 11:11:54
880,2025-06-23,12887.4,Paychex,Employee benefits,Sales,Personnel,False,2025-07-09 11:11:54
881,2024-08-18,4092.12,United Airlines,Conference travel,HR,Travel,False,2025-07-09 11:11:54
882,2025-07-02,415.74,Hilton,Conference travel,Finance,Travel,False,2025-07-09 11:11:54
883,2024-08-28,11522.52,LinkedIn Recruiter,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
884,2025-06-20,7417.54,EY,Legal consultation,Engineering,Professional Services,False,2025-07-09 11:11:54
885,2025-02-07,6300.26,ADP Payroll,Employee benefits,Finance,Personnel,False,2025-07-09 11:11:54
886,2024-12-28,552.21,Home Depot,Meeting room supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
887,2024-12-02,349.35,Marriott Hotels,Conference travel,HR,Travel,False,2025-07-09 11:11:54
888,2024-09-18,856.82,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
889,2024-12-06,203.7,Business Services Inc,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
890,2025-05-15,3660.03,Mailchimp,Marketing tools subscription,Executive,Marketing,False,2025-07-09 11:11:54
891,2025-03-24,3855.95,LinkedIn Marketing,Content creation,Marketing,Marketing,False,2025-07-09 11:11:54
892,2025-01-24,718.68,General Supplies Co,General business cost,Finance,Other,False,2025-07-09 11:11:54
893,2025-05-05,805.87,Miscellaneous Vendor,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
894,2025-05-12,2215.45,Microsoft Azure,Cloud hosting costs,HR,IT Infrastructure,False,2025-07-09 11:11:54
895,2025-02-03,1374.99,Pacific Gas & Electric,Monthly utilities,Sales,Utilities,True,2025-07-09 11:11:54
896,2024-07-26,7119.72,Deloitte Consulting,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
897,2024-12-24,595.62,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
898,2024-09-05,558.99,Home Depot,Meeting room supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
899,2025-06-16,2923.12,Slack,API usage fees,Sales,IT Infrastructure,False,2025-07-09 11:11:54
900,2025-01-04,564.49,Office Depot,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
901,2025-02-07,1277.0,Canva,Content creation,Engineering,Marketing,False,2025-07-09 11:11:54
902,2024-09-15,760.93,Delta Airlines,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
903,2025-04-08,373.47,General Supplies Co,General business cost,Engineering,Other,False,2025-07-09 11:11:54
904,2024-10-20,1766.96,Dell Business,Office furniture,Executive,Equipment,False,2025-07-09 11:11:54
905,2024-11-19,6566.82,Wilson Law Firm,Business consulting,Executive,Professional Services,False,2025-07-09 11:11:54
906,2024-07-28,1167.19,Salesforce,Content creation,Finance,Marketing,False,2025-07-09 11:11:54
907,2025-04-05,1194.65,Comcast Business,Internet service,Engineering,Utilities,True,2025-07-09 11:11:54
908,2024-10-29,1708.45,Hilton,Business trip,Executive,Travel,False,2025-07-09 11:11:54
909,2025-03-06,2384.37,AWS,Software licenses,Marketing,IT Infrastructure,True,2025-07-09 11:11:54
910,2025-04-22,3710.31,Cisco Systems,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
911,2024-11-17,2135.99,Slack,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
912,2025-06-20,227.35,Amazon Business,Office materials,Finance,Office Supplies,False,2025-07-09 11:11:54
913,2025-06-04,2824.92,GitHub,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
914,2024-08-12,4641.03,Coursera Business,Online course,Executive,Training,False,2025-07-09 11:11:54
915,2024-11-09,654.61,Business Services Inc,General business cost,Finance,Other,False,2025-07-09 11:11:54
916,2025-03-01,949.96,Business Services Inc,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
917,2025-03-26,1893.11,O'Reilly Media,Online course,Operations,Training,False,2025-07-09 11:11:54
918,2024-10-02,3858.0,McKinsey,Accounting services,Marketing,Professional Services,False,2025-07-09 11:11:54
919,2024-11-25,1567.77,JetBrains,Cloud hosting costs,HR,IT Infrastructure,False,2025-07-09 11:11:54
920,2024-08-25,2777.22,Microsoft Azure,API usage fees,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
921,2025-05-06,3146.42,HP Enterprise,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
922,2024-11-04,1715.24,Uber,Client meeting travel,Marketing,Travel,False,2025-07-09 11:11:54
923,2025-06-17,657.08,Comcast Business,Monthly utilities,Executive,Utilities,False,2025-07-09 11:11:54
924,2024-11-05,821.83,Business Services Inc,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
925,2024-11-06,2019.62,Uber,Client meeting travel,Operations,Travel,False,2025-07-09 11:11:54
926,2024-08-16,6810.45,Marriott Hotels,Client meeting travel,Operations,Travel,False,2025-07-09 11:11:54
927,2024-07-29,636.32,O'Reilly Media,Online course,HR,Training,False,2025-07-09 11:11:54
928,2024-08-01,1704.29,Hilton,Conference travel,HR,Travel,False,2025-07-09 11:11:54
929,2025-01-20,4640.16,HubSpot,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
930,2025-02-11,2460.07,Uber,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
931,2024-07-21,1902.77,Google Ads,Ad campaign,Marketing,Marketing,False,2025-07-09 11:11:54
932,2024-10-06,863.15,AT&T Business,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
933,2024-09-08,4062.44,Google Ads,Content creation,Marketing,Marketing,False,2025-07-09 11:11:54
934,2024-09-09,747.9,IKEA Business,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
935,2024-07-28,719.31,Conference Registration,Conference registration,Operations,Training,False,2025-07-09 11:11:54
936,2024-12-04,4731.53,Dell Business,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
937,2024-09-05,282.27,Waste Management,Internet service,HR,Utilities,True,2025-07-09 11:11:54
938,2024-11-08,1904.13,Expedia,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
939,2025-01-24,11983.96,BambooHR,Contractor payment,Operations,Personnel,False,2025-07-09 11:11:54
940,2025-04-27,1145.63,Cisco Systems,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
941,2025-02-27,1165.47,Pluralsight,Online course,HR,Training,False,2025-07-09 11:11:54
942,2024-10-12,3260.09,Lenovo,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
943,2024-09-03,14144.01,Paychex,Contractor payment,Operations,Personnel,True,2025-07-09 11:11:54
944,2025-03-19,2302.68,Canon Business,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
945,2024-08-14,468.52,Office Depot,Desk supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
946,2025-02-04,1480.68,Waste Management,Phone service,Engineering,Utilities,False,2025-07-09 11:11:54
947,2024-09-01,3330.9,Canva,Ad campaign,Executive,Marketing,False,2025-07-09 11:11:54
948,2025-01-01,5565.33,Workday,Contractor payment,Engineering,Personnel,False,2025-07-09 11:11:54
949,2025-05-18,2873.94,Canon Business,Computer equipment,Executive,Equipment,False,2025-07-09 11:11:54
950,2024-11-22,530.96,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
951,2025-01-23,129.34,O'Reilly Media,Professional certification,HR,Training,False,2025-07-09 11:11:54
952,2025-07-03,210.55,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
953,2025-04-24,309.33,Verizon Business,Phone service,Engineering,Utilities,True,2025-07-09 11:11:54
954,2024-09-09,1325.29,Dell Business,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
955,2024-12-25,5342.81,PwC,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
956,2024-08-18,549.67,Amazon Business,Office materials,Engineering,Office Supplies,False,2025-07-09 11:11:54
957,2025-05-06,1872.81,Airbnb,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
958,2024-09-02,587.11,ConEd,Monthly utilities,Finance,Utilities,False,2025-07-09 11:11:54
959,2024-09-03,2542.57,NetGear,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
960,2024-08-10,6735.09,Hilton,Conference travel,Operations,Travel,False,2025-07-09 11:11:54
961,2025-06-27,2462.49,Google Ads,Content creation,HR,Marketing,False,2025-07-09 11:11:54
962,2024-10-26,9110.59,Canva,Content creation,Executive,Marketing,False,2025-07-09 11:11:54
963,2025-03-26,359.2,LinkedIn Learning,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
964,2025-04-21,250.65,GitHub,Cloud hosting costs,Operations,IT Infrastructure,False,2025-07-09 11:11:54
965,2024-10-03,8394.95,BambooHR,Recruitment fees,Operations,Personnel,False,2025-07-09 11:11:54
966,2025-01-05,518.76,ConEd,Internet service,Sales,Utilities,True,2025-07-09 11:11:54
967,2025-01-13,689.21,Canon Business,Office furniture,Operations,Equipment,False,2025-07-09 11:11:54
968,2025-04-30,1172.89,United Airlines,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
969,2025-06-17,257.53,Business Services Inc,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
970,2024-08-30,1204.97,Comcast Business,Phone service,HR,Utilities,False,2025-07-09 11:11:54
971,2024-08-16,539.36,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
972,2024-11-07,1731.91,Apple Business,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
973,2025-04-24,155.94,Amazon Business,Meeting room supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
974,2025-05-13,1895.11,Enterprise Rent-A-Car,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
975,2024-09-02,792.53,ConEd,Monthly utilities,HR,Utilities,False,2025-07-09 11:11:54
976,2024-12-24,778.59,Pluralsight,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
977,2024-07-14,61.21,Costco Business,Desk supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
978,2024-12-23,221.18,Home Depot,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
979,2025-02-13,230.04,Waste Management,Internet service,Sales,Utilities,False,2025-07-09 11:11:54
980,2025-04-05,2446.36,Airbnb,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
981,2025-05-27,1955.31,Uber,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
982,2025-06-03,4579.8,Canon Business,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
983,2024-10-05,1700.11,Lyft,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
984,2025-06-02,673.46,Amazon Business,Office materials,Finance,Office Supplies,False,2025-07-09 11:11:54
985,2025-03-02,4608.59,Apple Business,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
986,2025-02-07,106.41,Business Services Inc,General business cost,Marketing,Other,False,2025-07-09 11:11:54
987,2025-04-17,3229.31,Dell Business,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
988,2024-09-03,991.19,General Supplies Co,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
989,2024-09-19,720.68,Conference Registration,Professional certification,Sales,Training,False,2025-07-09 11:11:54
990,2025-02-21,526.08,Business Services Inc,General business cost,Engineering,Other,False,2025-07-09 11:11:54
991,2024-08-01,4100.97,Facebook Ads,Content creation,Executive,Marketing,False,2025-07-09 11:11:54
992,2024-11-28,1358.15,Coursera Business,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
993,2024-12-07,1720.59,Miscellaneous Vendor,General business cost,Engineering,Other,False,2025-07-09 11:11:54
994,2024-12-02,139.51,Staples,Desk supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
995,2024-08-08,3550.27,Canon Business,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
996,2024-12-26,183.89,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
997,2025-05-05,7465.33,Workday,Recruitment fees,HR,Personnel,False,2025-07-09 11:11:54
998,2024-11-01,2938.9,Hootsuite,Marketing tools subscription,Operations,Marketing,False,2025-07-09 11:11:54
999,2024-12-06,1021.88,Canon Business,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
1000,2024-11-07,6665.28,LinkedIn Recruiter,Recruitment fees,Operations,Personnel,False,2025-07-09 11:11:54
1001,2024-10-07,2049.28,Zoom,API usage fees,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
1002,2024-11-21,198.58,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
1003,2025-06-22,5036.84,McKinsey,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1004,2024-10-07,9018.13,Apple Business,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
1005,2025-05-06,5227.08,Legal Services Inc,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1006,2025-02-27,576.47,Lyft,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
1007,2025-04-08,1786.56,JetBrains,Cloud hosting costs,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1008,2024-09-12,991.94,ConEd,Internet service,Finance,Utilities,False,2025-07-09 11:11:54
1009,2024-08-11,1363.59,Udemy Business,Professional certification,HR,Training,False,2025-07-09 11:11:54
1010,2025-06-24,6865.87,LinkedIn Recruiter,Employee benefits,Engineering,Personnel,False,2025-07-09 11:11:54
1011,2024-08-18,10039.36,ADP Payroll,Contractor payment,Finance,Personnel,True,2025-07-09 11:11:54
1012,2025-03-21,1542.84,Adobe Creative,Content creation,Finance,Marketing,False,2025-07-09 11:11:54
1013,2024-11-03,511.8,Best Buy Business,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
1014,2025-01-24,2625.03,Docker,API usage fees,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1015,2025-01-15,3218.05,Pacific Gas & Electric,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
1016,2024-12-30,14903.73,Indeed Hiring,Employee benefits,Executive,Personnel,False,2025-07-09 11:11:54
1017,2025-06-09,167.13,Home Depot,Office materials,HR,Office Supplies,False,2025-07-09 11:11:54
1018,2025-06-11,1935.93,Coursera Business,Online course,Finance,Training,False,2025-07-09 11:11:54
1019,2024-10-26,655.0,Home Depot,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
1020,2024-12-11,1414.93,Comcast Business,Monthly utilities,Sales,Utilities,False,2025-07-09 11:11:54
1021,2025-05-02,285.95,Pluralsight,Online course,Engineering,Training,False,2025-07-09 11:11:54
1022,2024-12-29,3463.33,ADP Payroll,Employee benefits,Executive,Personnel,False,2025-07-09 11:11:54
1023,2024-10-13,2385.26,Lenovo,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
1024,2024-11-30,594.29,ConEd,Internet service,Sales,Utilities,False,2025-07-09 11:11:54
1025,2025-04-14,504.03,Zoom,Cloud hosting costs,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1026,2024-11-30,782.97,Business Services Inc,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
1027,2025-04-07,257.29,Home Depot,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
1028,2024-09-14,1383.66,Marriott Hotels,Business trip,Finance,Travel,False,2025-07-09 11:11:54
1029,2024-07-19,2636.32,Miscellaneous Vendor,General business cost,Finance,Other,False,2025-07-09 11:11:54
1030,2025-03-16,2475.75,JetBrains,Cloud hosting costs,Engineering,IT Infrastructure,True,2025-07-09 11:11:54
1031,2025-01-22,837.13,Canon Business,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
1032,2025-03-22,402.1,AWS,Cloud hosting costs,HR,IT Infrastructure,False,2025-07-09 11:11:54
1033,2025-03-29,1352.25,Conference Registration,Online course,Sales,Training,False,2025-07-09 11:11:54
1034,2024-09-16,11209.21,Glassdoor,Recruitment fees,Marketing,Personnel,False,2025-07-09 11:11:54
1035,2025-01-19,2080.02,Lenovo,Computer equipment,Marketing,Equipment,False,2025-07-09 11:11:54
1036,2024-12-17,790.01,Best Buy Business,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
1037,2025-05-30,3492.88,Smith & Associates,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
1038,2024-11-13,299.31,Costco Business,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
1039,2024-12-15,2331.21,Wilson Law Firm,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1040,2025-03-11,275.2,Business Services Inc,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
1041,2024-12-10,2397.86,LinkedIn Marketing,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
1042,2025-02-20,786.22,Lenovo,Computer equipment,Executive,Equipment,False,2025-07-09 11:11:54
1043,2024-12-23,9210.73,NetGear,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
1044,2024-11-09,678.15,Waste Management,Phone service,Engineering,Utilities,False,2025-07-09 11:11:54
1045,2025-03-26,443.95,Best Buy Business,Meeting room supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
1046,2024-09-14,1779.19,Enterprise Rent-A-Car,Client meeting travel,Operations,Travel,False,2025-07-09 11:11:54
1047,2025-03-04,6672.64,NetGear,Office furniture,Operations,Equipment,False,2025-07-09 11:11:54
1048,2024-11-16,458.52,ConEd,Monthly utilities,Sales,Utilities,False,2025-07-09 11:11:54
1049,2025-06-18,3080.09,Gusto,Employee benefits,HR,Personnel,False,2025-07-09 11:11:54
1050,2024-08-09,627.32,Microsoft Azure,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
1051,2025-03-27,1144.97,LinkedIn Learning,Conference registration,Marketing,Training,False,2025-07-09 11:11:54
1052,2025-02-24,70.25,Office Depot,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
1053,2024-11-20,282.84,Office Depot,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
1054,2024-07-24,379.84,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
1055,2025-05-14,770.29,Udemy Business,Online course,HR,Training,False,2025-07-09 11:11:54
1056,2025-03-19,1707.26,Apple Business,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
1057,2025-03-14,970.39,Mailchimp,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
1058,2024-11-10,1104.54,Coursera Business,Professional certification,Executive,Training,False,2025-07-09 11:11:54
1059,2024-11-08,1098.9,LinkedIn Learning,Conference registration,Executive,Training,False,2025-07-09 11:11:54
1060,2025-06-29,2436.21,Apple Business,Software/hardware,Sales,Equipment,False,2025-07-09 11:11:54
1061,2024-07-21,1249.91,Dell Business,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
1062,2025-01-29,3841.79,McKinsey,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1063,2024-09-13,2734.25,Xerox,Office furniture,Sales,Equipment,False,2025-07-09 11:11:54
1064,2024-07-25,518.58,Staples,Meeting room supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
1065,2024-07-18,2953.46,LinkedIn Marketing,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
1066,2025-06-02,690.58,Udemy Business,Online course,HR,Training,False,2025-07-09 11:11:54
1067,2025-03-11,2123.83,Delta Airlines,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
1068,2025-01-13,236.7,General Supplies Co,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
1069,2024-09-29,8905.56,ADP Payroll,Employee benefits,Marketing,Personnel,True,2025-07-09 11:11:54
1070,2025-03-26,165.12,IKEA Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
1071,2025-06-02,736.13,O'Reilly Media,Conference registration,HR,Training,False,2025-07-09 11:11:54
1072,2025-04-23,2120.24,Heroku,API usage fees,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1073,2025-04-29,1609.07,Hilton,Business trip,Executive,Travel,False,2025-07-09 11:11:54
1074,2025-01-03,1760.51,Expedia,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
1075,2024-10-31,5228.07,Gusto,Employee benefits,Marketing,Personnel,False,2025-07-09 11:11:54
1076,2024-08-09,13543.84,Workday,Recruitment fees,Marketing,Personnel,False,2025-07-09 11:11:54
1077,2024-09-19,1524.4,Coursera Business,Conference registration,Operations,Training,False,2025-07-09 11:11:54
1078,2024-09-09,2332.48,Uber,Business trip,Executive,Travel,False,2025-07-09 11:11:54
