date,amount,vendor,description,department,category,created_at
2024-09-21,1201.88,Slack,Software licenses,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-06-23,12887.4,Paychex,Employee benefits,Sales,Personnel,2025-07-09 11:25:08
2024-08-18,4092.12,United Airlines,Conference travel,HR,Travel,2025-07-09 11:25:08
2025-07-02,415.74,Hilton,Conference travel,Finance,Travel,2025-07-09 11:25:08
2024-08-28,11522.52,LinkedIn Recruiter,Employee benefits,Operations,Personnel,2025-07-09 11:25:08
2025-06-20,7417.54,EY,Legal consultation,Engineering,Professional Services,2025-07-09 11:25:08
2025-02-07,6300.26,ADP Payroll,Employee benefits,Finance,Personnel,2025-07-09 11:25:08
2024-12-28,552.21,Home Depot,Meeting room supplies,Operations,Office Supplies,2025-07-09 11:25:08
2024-12-02,349.35,Marriott Hotels,Conference travel,HR,Travel,2025-07-09 11:25:08
2024-09-18,856.82,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-12-06,203.7,Business Services Inc,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2025-05-15,3660.03,Mailchimp,Marketing tools subscription,Executive,Marketing,2025-07-09 11:25:08
2025-03-24,3855.95,LinkedIn Marketing,Content creation,Marketing,Marketing,2025-07-09 11:25:08
2025-01-24,718.68,General Supplies Co,General business cost,Finance,Other,2025-07-09 11:25:08
2025-05-05,805.87,Miscellaneous Vendor,Miscellaneous expense,Operations,Other,2025-07-09 11:25:08
2025-05-12,2215.45,Microsoft Azure,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2025-02-03,1374.99,Pacific Gas & Electric,Monthly utilities,Sales,Utilities,2025-07-09 11:25:08
2024-07-26,7119.72,Deloitte Consulting,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2024-12-24,595.62,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2024-09-05,558.99,Home Depot,Meeting room supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2025-06-16,2923.12,Slack,API usage fees,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-01-04,564.49,Office Depot,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-02-07,1277.0,Canva,Content creation,Engineering,Marketing,2025-07-09 11:25:08
2024-09-15,760.93,Delta Airlines,Conference travel,Sales,Travel,2025-07-09 11:25:08
2025-04-08,373.47,General Supplies Co,General business cost,Engineering,Other,2025-07-09 11:25:08
2024-10-20,1766.96,Dell Business,Office furniture,Executive,Equipment,2025-07-09 11:25:08
2024-11-19,6566.82,Wilson Law Firm,Business consulting,Executive,Professional Services,2025-07-09 11:25:08
2024-07-28,1167.19,Salesforce,Content creation,Finance,Marketing,2025-07-09 11:25:08
2025-04-05,1194.65,Comcast Business,Internet service,Engineering,Utilities,2025-07-09 11:25:08
2024-10-29,1708.45,Hilton,Business trip,Executive,Travel,2025-07-09 11:25:08
2025-03-06,2384.37,AWS,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-04-22,3710.31,Cisco Systems,Computer equipment,Finance,Equipment,2025-07-09 11:25:08
2024-11-17,2135.99,Slack,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-06-20,227.35,Amazon Business,Office materials,Finance,Office Supplies,2025-07-09 11:25:08
2025-06-04,2824.92,GitHub,Software licenses,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-08-12,4641.03,Coursera Business,Online course,Executive,Training,2025-07-09 11:25:08
2024-11-09,654.61,Business Services Inc,General business cost,Finance,Other,2025-07-09 11:25:08
2025-03-01,949.96,Business Services Inc,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-03-26,1893.11,O'Reilly Media,Online course,Operations,Training,2025-07-09 11:25:08
2024-10-02,3858.0,McKinsey,Accounting services,Marketing,Professional Services,2025-07-09 11:25:08
2024-11-25,1567.77,JetBrains,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2024-08-25,2777.22,Microsoft Azure,API usage fees,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-05-06,3146.42,HP Enterprise,Software/hardware,Operations,Equipment,2025-07-09 11:25:08
2024-11-04,1715.24,Uber,Client meeting travel,Marketing,Travel,2025-07-09 11:25:08
2025-06-17,657.08,Comcast Business,Monthly utilities,Executive,Utilities,2025-07-09 11:25:08
2024-11-05,821.83,Business Services Inc,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2024-11-06,2019.62,Uber,Client meeting travel,Operations,Travel,2025-07-09 11:25:08
2024-08-16,6810.45,Marriott Hotels,Client meeting travel,Operations,Travel,2025-07-09 11:25:08
2024-07-29,636.32,O'Reilly Media,Online course,HR,Training,2025-07-09 11:25:08
2024-08-01,1704.29,Hilton,Conference travel,HR,Travel,2025-07-09 11:25:08
2025-01-20,4640.16,HubSpot,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2025-02-11,2460.07,Uber,Conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-21,1902.77,Google Ads,Ad campaign,Marketing,Marketing,2025-07-09 11:25:08
2024-10-06,863.15,AT&T Business,Internet service,Operations,Utilities,2025-07-09 11:25:08
2024-09-08,4062.44,Google Ads,Content creation,Marketing,Marketing,2025-07-09 11:25:08
2024-09-09,747.9,IKEA Business,Meeting room supplies,Executive,Office Supplies,2025-07-09 11:25:08
2024-07-28,719.31,Conference Registration,Conference registration,Operations,Training,2025-07-09 11:25:08
2024-12-04,4731.53,Dell Business,Office furniture,HR,Equipment,2025-07-09 11:25:08
2024-09-05,282.27,Waste Management,Internet service,HR,Utilities,2025-07-09 11:25:08
2024-11-08,1904.13,Expedia,Business trip,Marketing,Travel,2025-07-09 11:25:08
2025-01-24,11983.96,BambooHR,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2025-04-27,1145.63,Cisco Systems,Computer equipment,Sales,Equipment,2025-07-09 11:25:08
2025-02-27,1165.47,Pluralsight,Online course,HR,Training,2025-07-09 11:25:08
2024-10-12,3260.09,Lenovo,Office furniture,Engineering,Equipment,2025-07-09 11:25:08
2024-09-03,14144.01,Paychex,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2025-03-19,2302.68,Canon Business,Computer equipment,Sales,Equipment,2025-07-09 11:25:08
2024-08-14,468.52,Office Depot,Desk supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2025-02-04,1480.68,Waste Management,Phone service,Engineering,Utilities,2025-07-09 11:25:08
2024-09-01,3330.9,Canva,Ad campaign,Executive,Marketing,2025-07-09 11:25:08
2025-01-01,5565.33,Workday,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-05-18,2873.94,Canon Business,Computer equipment,Executive,Equipment,2025-07-09 11:25:08
2024-11-22,530.96,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2025-01-23,129.34,O'Reilly Media,Professional certification,HR,Training,2025-07-09 11:25:08
2025-07-03,210.55,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2025-04-24,309.33,Verizon Business,Phone service,Engineering,Utilities,2025-07-09 11:25:08
2024-09-09,1325.29,Dell Business,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-12-25,5342.81,PwC,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2024-08-18,549.67,Amazon Business,Office materials,Engineering,Office Supplies,2025-07-09 11:25:08
2025-05-06,1872.81,Airbnb,Business trip,Marketing,Travel,2025-07-09 11:25:08
2024-09-02,587.11,ConEd,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2024-09-03,2542.57,NetGear,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2024-08-10,6735.09,Hilton,Conference travel,Operations,Travel,2025-07-09 11:25:08
2025-06-27,2462.49,Google Ads,Content creation,HR,Marketing,2025-07-09 11:25:08
2024-10-26,9110.59,Canva,Content creation,Executive,Marketing,2025-07-09 11:25:08
2025-03-26,359.2,LinkedIn Learning,Professional certification,Engineering,Training,2025-07-09 11:25:08
2025-04-21,250.65,GitHub,Cloud hosting costs,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-10-03,8394.95,BambooHR,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2025-01-05,518.76,ConEd,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-01-13,689.21,Canon Business,Office furniture,Operations,Equipment,2025-07-09 11:25:08
2025-04-30,1172.89,United Airlines,Business trip,Marketing,Travel,2025-07-09 11:25:08
2025-06-17,257.53,Business Services Inc,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-08-30,1204.97,Comcast Business,Phone service,HR,Utilities,2025-07-09 11:25:08
2024-08-16,539.36,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2024-11-07,1731.91,Apple Business,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2025-04-24,155.94,Amazon Business,Meeting room supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-05-13,1895.11,Enterprise Rent-A-Car,Conference travel,Sales,Travel,2025-07-09 11:25:08
2024-09-02,792.53,ConEd,Monthly utilities,HR,Utilities,2025-07-09 11:25:08
2024-12-24,778.59,Pluralsight,Professional certification,Engineering,Training,2025-07-09 11:25:08
2024-07-14,61.21,Costco Business,Desk supplies,Sales,Office Supplies,2025-07-09 11:25:08
2024-12-23,221.18,Home Depot,Meeting room supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2025-02-13,230.04,Waste Management,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-04-05,2446.36,Airbnb,Business trip,Marketing,Travel,2025-07-09 11:25:08
2025-05-27,1955.31,Uber,Conference travel,Engineering,Travel,2025-07-09 11:25:08
2025-06-03,4579.8,Canon Business,Computer equipment,Finance,Equipment,2025-07-09 11:25:08
2024-10-05,1700.11,Lyft,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-06-02,673.46,Amazon Business,Office materials,Finance,Office Supplies,2025-07-09 11:25:08
2025-03-02,4608.59,Apple Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-02-07,106.41,Business Services Inc,General business cost,Marketing,Other,2025-07-09 11:25:08
2025-04-17,3229.31,Dell Business,Office furniture,HR,Equipment,2025-07-09 11:25:08
2024-09-03,991.19,General Supplies Co,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2024-09-19,720.68,Conference Registration,Professional certification,Sales,Training,2025-07-09 11:25:08
2025-02-21,526.08,Business Services Inc,General business cost,Engineering,Other,2025-07-09 11:25:08
2024-08-01,4100.97,Facebook Ads,Content creation,Executive,Marketing,2025-07-09 11:25:08
2024-11-28,1358.15,Coursera Business,Professional certification,Engineering,Training,2025-07-09 11:25:08
2024-12-07,1720.59,Miscellaneous Vendor,General business cost,Engineering,Other,2025-07-09 11:25:08
2024-12-02,139.51,Staples,Desk supplies,Sales,Office Supplies,2025-07-09 11:25:08
2024-08-08,3550.27,Canon Business,Software/hardware,Marketing,Equipment,2025-07-09 11:25:08
2024-12-26,183.89,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,2025-07-09 11:25:08
2025-05-05,7465.33,Workday,Recruitment fees,HR,Personnel,2025-07-09 11:25:08
2024-11-01,2938.9,Hootsuite,Marketing tools subscription,Operations,Marketing,2025-07-09 11:25:08
2024-12-06,1021.88,Canon Business,Office furniture,Finance,Equipment,2025-07-09 11:25:08
2024-11-07,6665.28,LinkedIn Recruiter,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2024-10-07,2049.28,Zoom,API usage fees,Engineering,IT Infrastructure,2025-07-09 11:25:08
2024-11-21,198.58,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,2025-07-09 11:25:08
2025-06-22,5036.84,McKinsey,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2024-10-07,9018.13,Apple Business,Office furniture,Engineering,Equipment,2025-07-09 11:25:08
2025-05-06,5227.08,Legal Services Inc,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2025-02-27,576.47,Lyft,Conference travel,Engineering,Travel,2025-07-09 11:25:08
2025-04-08,1786.56,JetBrains,Cloud hosting costs,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-09-12,991.94,ConEd,Internet service,Finance,Utilities,2025-07-09 11:25:08
2024-08-11,1363.59,Udemy Business,Professional certification,HR,Training,2025-07-09 11:25:08
2025-06-24,6865.87,LinkedIn Recruiter,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2024-08-18,10039.36,ADP Payroll,Contractor payment,Finance,Personnel,2025-07-09 11:25:08
2025-03-21,1542.84,Adobe Creative,Content creation,Finance,Marketing,2025-07-09 11:25:08
2024-11-03,511.8,Best Buy Business,Office materials,Executive,Office Supplies,2025-07-09 11:25:08
2025-01-24,2625.03,Docker,API usage fees,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-01-15,3218.05,Pacific Gas & Electric,Internet service,Operations,Utilities,2025-07-09 11:25:08
2024-12-30,14903.73,Indeed Hiring,Employee benefits,Executive,Personnel,2025-07-09 11:25:08
2025-06-09,167.13,Home Depot,Office materials,HR,Office Supplies,2025-07-09 11:25:08
2025-06-11,1935.93,Coursera Business,Online course,Finance,Training,2025-07-09 11:25:08
2024-10-26,655.0,Home Depot,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-12-11,1414.93,Comcast Business,Monthly utilities,Sales,Utilities,2025-07-09 11:25:08
2025-05-02,285.95,Pluralsight,Online course,Engineering,Training,2025-07-09 11:25:08
2024-12-29,3463.33,ADP Payroll,Employee benefits,Executive,Personnel,2025-07-09 11:25:08
2024-10-13,2385.26,Lenovo,Office furniture,Engineering,Equipment,2025-07-09 11:25:08
2024-11-30,594.29,ConEd,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-04-14,504.03,Zoom,Cloud hosting costs,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-11-30,782.97,Business Services Inc,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-04-07,257.29,Home Depot,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-09-14,1383.66,Marriott Hotels,Business trip,Finance,Travel,2025-07-09 11:25:08
2024-07-19,2636.32,Miscellaneous Vendor,General business cost,Finance,Other,2025-07-09 11:25:08
2025-03-16,2475.75,JetBrains,Cloud hosting costs,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-01-22,837.13,Canon Business,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2025-03-22,402.1,AWS,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2025-03-29,1352.25,Conference Registration,Online course,Sales,Training,2025-07-09 11:25:08
2024-09-16,11209.21,Glassdoor,Recruitment fees,Marketing,Personnel,2025-07-09 11:25:08
2025-01-19,2080.02,Lenovo,Computer equipment,Marketing,Equipment,2025-07-09 11:25:08
2024-12-17,790.01,Best Buy Business,Office materials,Executive,Office Supplies,2025-07-09 11:25:08
2025-05-30,3492.88,Smith & Associates,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2024-11-13,299.31,Costco Business,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-12-15,2331.21,Wilson Law Firm,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2025-03-11,275.2,Business Services Inc,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2024-12-10,2397.86,LinkedIn Marketing,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2025-02-20,786.22,Lenovo,Computer equipment,Executive,Equipment,2025-07-09 11:25:08
2024-12-23,9210.73,NetGear,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-11-09,678.15,Waste Management,Phone service,Engineering,Utilities,2025-07-09 11:25:08
2025-03-26,443.95,Best Buy Business,Meeting room supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2024-09-14,1779.19,Enterprise Rent-A-Car,Client meeting travel,Operations,Travel,2025-07-09 11:25:08
2025-03-04,6672.64,NetGear,Office furniture,Operations,Equipment,2025-07-09 11:25:08
2024-11-16,458.52,ConEd,Monthly utilities,Sales,Utilities,2025-07-09 11:25:08
2025-06-18,3080.09,Gusto,Employee benefits,HR,Personnel,2025-07-09 11:25:08
2024-08-09,627.32,Microsoft Azure,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-03-27,1144.97,LinkedIn Learning,Conference registration,Marketing,Training,2025-07-09 11:25:08
2025-02-24,70.25,Office Depot,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-11-20,282.84,Office Depot,Meeting room supplies,Executive,Office Supplies,2025-07-09 11:25:08
2024-07-24,379.84,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2025-05-14,770.29,Udemy Business,Online course,HR,Training,2025-07-09 11:25:08
2025-03-19,1707.26,Apple Business,Computer equipment,Sales,Equipment,2025-07-09 11:25:08
2025-03-14,970.39,Mailchimp,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2024-11-10,1104.54,Coursera Business,Professional certification,Executive,Training,2025-07-09 11:25:08
2024-11-08,1098.9,LinkedIn Learning,Conference registration,Executive,Training,2025-07-09 11:25:08
2025-06-29,2436.21,Apple Business,Software/hardware,Sales,Equipment,2025-07-09 11:25:08
2024-07-21,1249.91,Dell Business,Computer equipment,Sales,Equipment,2025-07-09 11:25:08
2025-01-29,3841.79,McKinsey,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2024-09-13,2734.25,Xerox,Office furniture,Sales,Equipment,2025-07-09 11:25:08
2024-07-25,518.58,Staples,Meeting room supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2024-07-18,2953.46,LinkedIn Marketing,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2025-06-02,690.58,Udemy Business,Online course,HR,Training,2025-07-09 11:25:08
2025-03-11,2123.83,Delta Airlines,Conference travel,Executive,Travel,2025-07-09 11:25:08
2025-01-13,236.7,General Supplies Co,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2024-09-29,8905.56,ADP Payroll,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2025-03-26,165.12,IKEA Business,Desk supplies,Finance,Office Supplies,2025-07-09 11:25:08
2025-06-02,736.13,O'Reilly Media,Conference registration,HR,Training,2025-07-09 11:25:08
2025-04-23,2120.24,Heroku,API usage fees,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-04-29,1609.07,Hilton,Business trip,Executive,Travel,2025-07-09 11:25:08
2025-01-03,1760.51,Expedia,Conference travel,Sales,Travel,2025-07-09 11:25:08
2024-10-31,5228.07,Gusto,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2024-08-09,13543.84,Workday,Recruitment fees,Marketing,Personnel,2025-07-09 11:25:08
2024-09-19,1524.4,Coursera Business,Conference registration,Operations,Training,2025-07-09 11:25:08
2024-09-09,2332.48,Uber,Business trip,Executive,Travel,2025-07-09 11:25:08
2025-06-12,1127.49,Atlassian,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-05-13,1604.57,Atlassian,Software licenses,HR,IT Infrastructure,2025-07-09 11:25:08
2024-12-13,1279.23,Marriott Hotels,Business trip,Marketing,Travel,2025-07-09 11:25:08
2024-12-07,307.87,Airbnb,Business trip,Finance,Travel,2025-07-09 11:25:08
2025-05-11,2085.84,Expedia,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-02-28,940.43,Miscellaneous Vendor,General business cost,Marketing,Other,2025-07-09 11:25:08
2025-06-09,4798.0,NetGear,Software/hardware,Operations,Equipment,2025-07-09 11:25:08
2025-01-07,1153.14,Udemy Business,Professional certification,Sales,Training,2025-07-09 11:25:08
2024-08-21,2394.93,Hilton,Client meeting travel,Operations,Travel,2025-07-09 11:25:08
2024-09-08,773.43,General Supplies Co,Miscellaneous expense,Sales,Other,2025-07-09 11:25:08
2025-03-29,1428.35,Verizon Business,Internet service,Operations,Utilities,2025-07-09 11:25:08
2025-01-06,3151.81,Atlassian,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-08-01,2259.82,Mailchimp,Marketing tools subscription,HR,Marketing,2025-07-09 11:25:08
2025-01-25,348.91,O'Reilly Media,Conference registration,Operations,Training,2025-07-09 11:25:08
2024-12-02,1845.66,GitHub,API usage fees,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-07-02,807.45,NetGear,Computer equipment,Finance,Equipment,2025-07-09 11:25:08
2024-09-05,668.19,General Supplies Co,General business cost,HR,Other,2025-07-09 11:25:08
2025-05-07,11044.04,BambooHR,Recruitment fees,Finance,Personnel,2025-07-09 11:25:08
2025-05-27,868.7,Conference Registration,Conference registration,Engineering,Training,2025-07-09 11:25:08
2025-06-28,354.1,Costco Business,Meeting room supplies,Operations,Office Supplies,2025-07-09 11:25:08
2024-09-02,7343.89,Deloitte Consulting,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2025-01-21,6182.06,Indeed Hiring,Recruitment fees,Executive,Personnel,2025-07-09 11:25:08
2024-10-14,4025.38,Hootsuite,Ad campaign,Engineering,Marketing,2025-07-09 11:25:08
2025-04-22,5668.49,Salesforce,Content creation,Engineering,Marketing,2025-07-09 11:25:08
2025-02-05,4317.29,Apple Business,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2024-08-20,2872.73,Slack,API usage fees,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-11-12,6565.94,EY,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2025-03-14,2449.68,Google Ads,Content creation,Sales,Marketing,2025-07-09 11:25:08
2025-04-28,4178.25,KPMG,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2025-04-18,564.69,IKEA Business,Desk supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2025-06-09,1174.99,ConEd,Monthly utilities,Operations,Utilities,2025-07-09 11:25:08
2025-03-29,410.78,AT&T Business,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2025-02-02,628.64,Pacific Gas & Electric,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2025-07-02,1637.31,Lyft,Business trip,HR,Travel,2025-07-09 11:25:08
2024-10-26,2868.16,LinkedIn Marketing,Ad campaign,HR,Marketing,2025-07-09 11:25:08
2025-03-02,3722.59,Wilson Law Firm,Legal consultation,Marketing,Professional Services,2025-07-09 11:25:08
2025-01-10,1814.48,Xerox,Software/hardware,Sales,Equipment,2025-07-09 11:25:08
2025-01-17,1164.1,Waste Management,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2025-01-20,1127.49,DigitalOcean,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-08-04,1638.77,O'Reilly Media,Professional certification,Engineering,Training,2025-07-09 11:25:08
2024-10-30,7985.83,Wilson Law Firm,Accounting services,Operations,Professional Services,2025-07-09 11:25:08
2025-03-20,1888.21,Wilson Law Firm,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2025-05-11,1194.8,Dell Business,Office furniture,Operations,Equipment,2025-07-09 11:25:08
2024-10-09,2784.05,Zoom,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-03-16,4481.24,Wilson Law Firm,Accounting services,Finance,Professional Services,2025-07-09 11:25:08
2025-01-30,1875.49,Deloitte Consulting,Business consulting,HR,Professional Services,2025-07-09 11:25:08
2024-08-21,234.36,Costco Business,Meeting room supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2024-10-29,3885.09,Wilson Law Firm,Legal consultation,Engineering,Professional Services,2025-07-09 11:25:08
2025-05-31,256.16,Docker,Cloud hosting costs,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-12-18,660.43,Costco Business,Office materials,Marketing,Office Supplies,2025-07-09 11:25:08
2025-01-14,5854.72,Legal Services Inc,Business consulting,Marketing,Professional Services,2025-07-09 11:25:08
2025-06-10,14026.39,ADP Payroll,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2024-11-15,3779.43,HubSpot,Ad campaign,Operations,Marketing,2025-07-09 11:25:08
2025-06-01,958.4,AT&T Business,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2025-06-07,3631.18,Deloitte Consulting,Business consulting,Executive,Professional Services,2025-07-09 11:25:08
2024-07-25,557.44,Home Depot,Desk supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2024-08-28,2273.54,Lyft,Business trip,Engineering,Travel,2025-07-09 11:25:08
2024-08-14,1044.42,AT&T Business,Phone service,HR,Utilities,2025-07-09 11:25:08
2024-09-21,3233.96,Canva,Ad campaign,Operations,Marketing,2025-07-09 11:25:08
2025-05-19,374.1,Lyft,Business trip,Engineering,Travel,2025-07-09 11:25:08
2024-07-25,537.68,Pacific Gas & Electric,Internet service,Sales,Utilities,2025-07-09 11:25:08
2024-09-08,904.82,ConEd,Internet service,Finance,Utilities,2025-07-09 11:25:08
2024-11-08,304.99,Waste Management,Internet service,Marketing,Utilities,2025-07-09 11:25:08
2025-02-05,6030.39,Glassdoor,Recruitment fees,Marketing,Personnel,2025-07-09 11:25:08
2025-06-24,3883.9,HubSpot,Content creation,Executive,Marketing,2025-07-09 11:25:08
2024-12-22,1580.26,PwC,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2024-10-19,168.76,General Supplies Co,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2025-04-24,3682.99,Apple Business,Office furniture,Operations,Equipment,2025-07-09 11:25:08
2024-10-15,397.9,Verizon Business,Phone service,HR,Utilities,2025-07-09 11:25:08
2025-05-03,12222.8,Workday,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2024-09-21,867.84,Cisco Systems,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2025-05-10,1224.04,Wilson Law Firm,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2024-12-09,780.13,Verizon Business,Internet service,Operations,Utilities,2025-07-09 11:25:08
2024-09-18,6266.87,Wilson Law Firm,Business consulting,Operations,Professional Services,2025-07-09 11:25:08
2024-12-13,817.31,Business Services Inc,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-02-13,1437.47,Lyft,Business trip,Sales,Travel,2025-07-09 11:25:08
2024-10-18,5888.33,AT&T Business,Phone service,HR,Utilities,2025-07-09 11:25:08
2024-08-22,1249.99,AT&T Business,Monthly utilities,HR,Utilities,2025-07-09 11:25:08
2025-02-06,2649.21,Google Cloud,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-09-19,2344.62,Lenovo,Computer equipment,Operations,Equipment,2025-07-09 11:25:08
2025-02-18,1582.29,LinkedIn Marketing,Marketing tools subscription,Finance,Marketing,2025-07-09 11:25:08
2025-03-09,604.5,HP Enterprise,Computer equipment,Executive,Equipment,2025-07-09 11:25:08
2024-10-07,13780.26,Indeed Hiring,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2025-03-29,3138.9,LinkedIn Marketing,Content creation,Sales,Marketing,2025-07-09 11:25:08
2025-04-30,2634.15,McKinsey,Accounting services,Sales,Professional Services,2025-07-09 11:25:08
2024-08-02,672.28,AT&T Business,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2025-04-19,2860.09,Heroku,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-10-10,532.47,Office Depot,Office materials,Engineering,Office Supplies,2025-07-09 11:25:08
2025-05-19,30161.93,Workday,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2024-12-01,225.94,AT&T Business,Phone service,Finance,Utilities,2025-07-09 11:25:08
2025-06-23,5778.41,EY,Accounting services,Sales,Professional Services,2025-07-09 11:25:08
2025-06-09,698.95,Business Services Inc,General business cost,Engineering,Other,2025-07-09 11:25:08
2024-07-18,10252.21,Indeed Hiring,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
